processed_text,compound_score,sentiment
blood cancer awareness month learn types blood cancer dr byreddy poojitha bmt physician care hospitals banjara hills hyderabad explained leukemia lymphoma myeloma types blood cancer several blood cancer types also deserve attention,-0.9468,negative
really texting work work may among determined invaders workers use text messaging personal phones communicate work purposes according economic research organization wfh research surveyed americans may,0.34,positive
yoga fish pose help hair growth experts weigh fish pose yoga increases blood circulation hair follicles scalp head titled position said yoga trainer ira trivedi,0.6486,positive
dash nutmeg soaked raisins saffron strands help sleep like baby however suffering poor sleep long time insomnia advisable see doctor added nutritionist leema mahajan,-0.25,negative
mira kapoor promotes travel checklist involve buying acquiring portraying despite holidays relaxing made checklists eat buy go importantly spot instagrammable said,-0.0289,neutral
happens body give gluten month according ankita ghoshal bisht dietician charge primus super speciality hospital new delhi completely give gluten month several things happen body,0.5994,positive
meet brains behind sole indian project shortlisted global pluralism award feel public needs continuously reminded actually plural society country multiple cultural traditions must recognise respect celebrate india love project niloufer venkatraman told,0.9382,positive
canine couture takes centre stage new york fashion week rubio drew inspiration historic ball gowns formalwear christian dior new york fashion week show year,0.5267,positive
six iconic indian spots named among legendary dessert places world taste atlas shared sanctuaries craft recognisable cakes pastries sweets passion exactitude,0.8225,positive
huma qureshi saqib saleem turn showstoppers varun bahl show kashmir marks first time decades mainstream indian designer presented collection valley,0.0,neutral
fights life nipah kerala experts urge precautionary measures safeguard children dr jagdish kathwate consultant neonatologist paediatrician motherhood hospital pune urged parents guardians stay informed local outbreaks follow public health guidelines protect children,0.3612,positive
one stitch time french artist using embroidery plastic waste create awareness threatened species french artist anaïs beaulieu threatened species threatened spaces project aims use embroidery plastic waste create awareness climate crisis delves local communities practices,-0.9382,negative
store avocados properly ensure longer shelf life remember avocado vary ripeness adjust storage method accordingly maximise freshness shared dr santosh pandey naturopath acupuncturist rejua energy centre mumbai,0.7269,positive
years stolen van gogh painting recovered damage van gogh parsonage garden nuenen spring painted snatched overnight raid march singer laren museum east amsterdam loan groninger museum,-0.7506,negative
varun dhawan aces short spine exercise pilates reformer trainer shares glimpse gluteal hamstring muscles legs toned strengthened short spine said fitness expert garima goyal,0.7269,positive
check best looks new york fashion week sizzling gowns quirky sets check wore,0.6369,positive
delhi govt imposes ban firecrackers know help according dr ravi shekhar jha director hod pulmonology fortis escorts hospital faridabad firecrackers cause air noise pollution several harmful effects public health environment including respiratory problems exacerbation health conditions damage crops buildings,-0.802,negative
morning habits longest living people world author explorer dan buettner initiated research longevity hotspots made mission reveal specific lifestyle practices followed residents areas contribute exceptional health,0.0,neutral
hindi diwas wishes images quotes whatsapp messages status photos hindi diwas article indian constitution hindi written devanagari script adopted one scheduled languages republic india,0.1531,positive
spicy food challenges long history become extreme spicy food challenges around years local chile pepper eating contests restaurant walls fame finished extra hot dishes people around world daring eat especially fiery foods experts pointing internal rush competition,0.5118,positive
spiced drink keep tummy troubles bay try since sannata sarrata cool calming effect inner stomach lining often consumed meals many regions said dr santosh pandey naturopath acupuncturist rejua energy centre mumbai,0.4767,positive
bhumi pednekar kusha kapila others serve fashion goals thank coming movie promotions promotional events movie gang girls absolutely slaying glamorous fashion choices,0.7251,positive
varun dhawan soaks sun maldives vacation take look vacay ootds guess outfit choice,0.0,neutral
nutrition alert serving cherry tomatoes contains according dr ushakiran sisodia registered dietician clinical nutritionist nanavati max super speciality hospital mumbai enjoying cherry tomatoes monsoon good idea,0.9081,positive
hindi diwas date history importance significance hindi diwas date india occasion celebrate linguistic diversity cultural richness india focus hindi language importance country identity,0.9186,positive
debut solo ishita chakraborty highlights fragile landscape sunderbans featuring works various mediums exhibition gallery espace delhi also tells stories rooted mangrove forests documents voices inhabitants,0.0,neutral
taylor swift shakira stun mtv vmas check wore outfits everyone wore singers selena gomez megan thee stallion shakira video vanguard award taylor swift numerous nominations,0.7269,positive
world sepsis day untreated uti prove fatal according dr dipak bhuktar consultant intensivist srv hospitals goregaon globally approximately million people diagnosed utis year lifetime risk uti development women whereas men face significantly lower lifetime risk,-0.836,negative
nipah deaths kerala experts precautionary steps take according dr sabine kapasi public health expert united nations definitive treatment available nipah virus making prevention paramount minimising risk,0.1779,positive
indian fashion designers conquering world archana kochhar post incredible show ongoing new york fashion week acclaimed fashion designer archana kochhar opened latest collection sustainability fashion changing fashion scene india,0.0,neutral
watch tiger shroff flaunts toned body gym wow usual amazing fantastic one one fav tigu one user wrote another commented beast mode,0.9349,positive
fashion designer rahul mishra awarded chevalier de l ordre des arts et des lettres ambassador france india emmanuel lenain presented medal mishra career connection france,0.7003,positive
tethered cord syndrome mother claims doctors diagnose chatgpt common symptoms tethered cord syndrome include weakness one legs numbness tingling pain one legs difficulty walking thinning leg muscles lack bladder bowel control urinary incontinence,-0.8979,negative
neena gupta relishes gobhi paratha know make healthier richa anand chief dietician dr lh hiranandani hospital powai mumbai said tasty healthy flatbread boasts several helpful nutrients along delightful meal option,0.8519,positive
happens body eat dried fruits every day according sushma ps dietitian jindal naturecure institute adding dried fruits diet great way boost health,0.7783,positive
blood cancer awareness month early signs symptoms must watch per several studies india ranks third highest reported cases blood cancer us china,-0.8689,negative
lataa saberwal recalls first exercise post started actor recently shared first exercise post aimed shed around kilos postpartum weight guess,0.34,positive
girls rule internet femininity still seen silly frivolous said marlowe granados wrote baffler argues sneaky subversiveness bimbo whose humor often men expense though none wiser people underestimate actually room move around give people shock prove wrong,-0.7906,negative
body mass index tell us healthy use instead bmi internationally recognised screening method sorting people one four weight categories underweight bmi less normal weight overweight obese greater,0.4522,positive
nutrition alert serving makhana contains also called fox nuts lotus seeds snacks taste best lal mirch sprinkled top best option considered monsoon according richa anand chief dietician dr lh hiranandani hospital powai mumbai,0.8779,positive
manushi chhillar kickstarts great indian family promotions style elegant ethnic attire dazzling modern ensembles aces every look utmost finesse,0.802,positive
reportedly dies eating tortilla chip made hottest peppers world know many people fail read fine print comes social media challenges extremely important case children prone repercussions said neurologist dr sudhir kumar apollo hospitals hyderabad,-0.079,negative
shweta kawaatra suggests taking slow deep breaths stressful situations helps experience realised ability take stress feel anxious even panic attacks related shallow breathing situation shweta wrote,-0.8555,negative
suodui world hardest dish going viral internet try stone dish known suodiu making waves internet several chinese trying delicacy,0.0,neutral
blood pressure reading accurate lying like new study suggests experts weigh calling new theory dr subhendu mohanty cardiologist sharda hospital noida said needs validation trials,-0.4767,negative
sonam kapoor paints town red gorgeous ensemble sonam carry style bold unconventional ensembles elegant timeless designs recently bollywood diva showcased sartorial prowess red white outfit could help awe,0.9081,positive
living parents mental health issues like open communication respecting boundaries prioritising mental health experts suggest ways deal parent struggling mental health issues,0.4404,positive
milind soman world record would like set milind soman never shies away sharing mind recently shared fun interaction,0.7067,positive
cowshed turned museum help revive chitrakathi folk art maharashtra museum inaugurated renowned marathi theatre personality late prabhakar panshikar,0.6249,positive
lunges difficult ace common mistakes avoid lunges letting front knee go past toes leaning forward much engaging core said spoorthi fitness expert,-0.4019,negative
kiara advani serves monsoon fashion inspiration blue floral dress whether chic street style glamourous gown kiara recent look gorgeous blue floral printed dress proof fashion icon making,0.91,positive
eat okra bhindi twice week thanks high fibre content okra contributes feeling satiety reducing likelihood overeating said dt vidhi chawla fisico diet aesthetic clinic,0.5267,positive
clean broccoli properly use accidentally swallowed contaminants insects eggs may cause allergic reactions people said dt anjana b nair consultant dietitian motherhood hospitals hrbr layout bengaluru,-0.2263,negative
summit check fashion moments stole spotlight let take quick look back looks everyone talking summit,0.0,neutral
chris evans alba baptista reportedly get married timeline relationship evans baptista said presence close friends family members saturday,0.4767,positive
gisele bündchen embraces trend new york fashion week model chose pantless look recently popular among celebrities wore nothing enormous denim jacket dinner party,0.6705,positive
new study says sleep loss damage brain experts weigh altered sleep patterns lead addiction substance abuse make one susceptible cardiac ailments strokes said dr shobha n consultant neurologist stroke physician manipal hospital malleshwaram bangalore,-0.8658,negative
kylie jenner timothee chalamet serve couple goals us open date sunday kylie timothee seen together date us open men final,0.0,neutral
try naturally high protein dessert recipe satiate sugar cravings love healthy yet tasty chocolate chip cookie dough truffles grain free dairy free naturally high protein refined sugar free yasmin karachiwala captioned post,0.9501,positive
priyanka chopra preity zinta steal hearts jonas brothers concert duo last collaborated movie hero love story spy seen dancing taking charming selfies videos photos posted inside concert social media,0.8555,positive
makes richa chadha instantly happy sprint walk sprint fast like kmph said richa chadha,0.7351,positive
summit look times rishi sunak akshata murty served couple goals social media could get enough duo endearing moments summit labelling couple goals,0.0,neutral
elon musk singer grimes third child timeline relationship people believed duo two children however excerpts musk upcoming biography reveal two third child,-0.25,negative
see beauty pageants platforms empowerment miss diva universe shweta sharda exclusive interaction shweta sharda says crucial challenge reshape beauty standards within platforms beauty pageants,0.9118,positive
anshula kapoor eats poha sprouts according suvidhi jain lifestyle exercise nutrition coach founder lean suvidhi sprouts nutritional powerhouse offering combination fibre protein,0.0,neutral
artists find hope kashmir lone private art gallery e azadari annual event held team led syed iliyas rizvi mahatta art gallery said sabahat nazir regular visitor gallery,0.2023,positive
kriti sanon day dumbbell lunges stationary lunge involves complex activity quads hamstrings glutes hip flexors overall strength lower body,0.0516,positive
five acne myths stop believing instagram post dr veenu jindal aesthetic medical dermatologist wrote acne common skin disorder affecting people sometime lifetimes affects wide range age groups beginning right puberty even years age,-0.5994,negative
dr shriram nene suggests simple swaps make snacks meals healthy simple swaps make snacks meals healthier better eating said shriram dr nene post instagram,0.6808,positive
women pcos increased risk high blood pressure pcos awareness month known women pcos almost times likely type diabetes according study titled women health study apple harvard,-0.296,negative
dia mirza stuns completely recycled outfit recently launch planet india visual storytelling initiative celebrate india solutions climate nature crisis dia chose completely recycled outfit shelves tilla aratrik dev varman,0.1027,positive
reese witherspoon navigating friendships grandma used say people radiators drains talking nbc news daily anchor zinhle essamuah reese witherspoon opened navigates friendships every phase life,0.6369,positive
take cues divas ace trend even though pairing denim denim fresh trend divas proving raging fad stay,-0.0516,negative
tahira kashyap says workout buddy essential tip tahira kashyap said find workout buddy shares goals terms food workout humour,0.6486,positive
ananya panday shilpa shetty fashion hits misses sep find whose look liked missed mark,-0.0772,negative
depression direct cause type diabetes says research managed following study suggestions made depression added list type diabetes risk factors along variables including obesity inactivity family history disease,-0.8591,negative
behind art storming bastille pivotal moment history captured lallemand behind art bastille storming symbolised french revolution fight oppression artist lallemand depict event painting storming bastille survivor witness revolution,-0.0258,neutral
akshata murty sports elegant attires summit summit akshata murty previously ran fashion label certainly affinity fashion ensembles second arrived new delhi september,0.6705,positive
follow tips treat different types acne dr geetika mittal gupta dermatologist shared informative post instagram account telling us kinds acne treat,0.7783,positive
perimenopause approaching sameera reddy showing love body iyengar yoga way giving love body thank body supports day sameera said,0.9413,positive
sunday long reads celebrating asha bhosle interesting reads week,0.7506,positive
peta protestors crashed coach runway new york fashion week woman walks centre runway captured video unexpected event walks catwalk sign painted chest reads coach leather kills body covered red black white body paint simulates muscles,-0.5423,negative
cancer rising causes mystery clear latest study cancer becoming common experts still entirely sure causing rise,-0.6815,negative
natasa stankovic sets fashion goals spending quality time son agastya pandya mykonos vacation appeared vacation little agastya even made new buddy,0.0,neutral
clogs ugliest shoes ever according internet fuzzy brown heel straps shrek clogs resemble iconic vest detachable accessories known jibbitz adorn uppers shrek clogs shapes character ears nose,-0.4404,negative
summit konark sun temple whose historic wheel served backdrop welcome handshake global leaders konark sun temple named unesco world heritage site popular destination pilgrims situated odisha kilometres puri served model konark wheel displayed summit,0.7003,positive
kate middleton pays subtle style nod queen elizabeth death anniversary moment reflection st david cathedral honouring late majesty communities like around uk commonwealth world prince princess wales wrote,0.1779,positive
roshni chopra demonstrates katori face massage know benefits glides smoothly relaxing results totally worth said,0.7902,positive
airport fashion nayanthara karan johar celebs keep comfy cool best airport fashion moments week,0.7579,positive
cosy cardio practise promoting accessible relaxing way incorporating exercise one routine hashtag cozycardio amassed million views tiktok,0.6908,positive
hoping leaders spouses excited taste everything chefs put together chef anahita dhondy going talking parsi food little different regional indian cuisine yet time incorporates tastes flavours western part india chef author anahita dhondy told exclusive interaction,0.6908,positive
flashback friday sobhita dhulipala androgynous look kareena kapoor set celebs take fashion game higher check top picks week,0.2023,positive
step inside kusha kapila swanky new home mumbai witness transformation firsthand kusha tells vision dream home translating reality,0.4588,positive
polycystic ovary syndrome losing weight help many sufferers vulnerable bad advice social media historic underfunding research also means serious lack reliable guidance best ways lose weight pcos symptoms may improve result,-0.7096,negative
summit special menu featuring millets showcase flavours india chef arun sundararaj director culinary operations curated special menu special emphasis millets,0.7964,positive
nutrition alert serving cauliflower contains dr ushakiran sisodia registered dietician clinical nutritionist nanavati max super speciality hospital mumbai said nutritious vegetable also powerhouse nutrition years practice often recommended cauliflower patients impressive health benefits,0.9153,positive
chef kunal kapur conduct cooking class first ladies summit showcase indian food cooking since something intimate want break certain norms indian food spicy unhealthy told,-0.25,negative
akshata murty arrives husband rishi sunak summit chic fusion ensemble known elegant sophisticated style caught everyone attention akshata murty statement ensemble,0.8316,positive
world physiotherapy day physical therapy help tackle everyday lifestyle challenges physiotherapy plays significant role addressing challenges promoting physical preventing injuries managing chronic conditions improving overall quality life dr abhishek kumar gupta head physiotherapist marengo asia hospital gurugram said,0.8834,positive
varsity jackets moment check celebs aced trend looking fashion inspiration include classic piece outfits look beloved celebrities acing trend effortlessly,0.7717,positive
queen elizabeth first death anniversary look vibrant fashion legacy remember late british monarch first death anniversary let take look outfits colourful personality,-0.6597,negative
meet indian startup combating plastic pollution one sneaker time according reports india produces tons plastic waste daily accounting approximately per cent total waste generated country,-0.6808,negative
eat momo often putting health risk bhakti samant chief dietician kokilaben dhirubhai ambani hospital mumbai said despite fact momo mainly steamed filled vegetables meat nutritional benefits remain low,-0.1531,negative
queen elizabeth ii death anniversary royal family remembering late monarch queen elizabeth ii death anniversary following years british throne late queen death seismic event captured hearts whole nation royal supporters across world,-0.8689,negative
sonnalli seygall favourite way releasing negative emotions must find way daily lives release lead fuller lives sonnalli wrote,-0.5719,negative
tiktok burnt toast theory must embrace encourages us embrace bad things happen usually good reason,0.7096,positive
world physiotherapy day understanding benefits drawbacks treatment according christopher pedra consultant sports exercise medicine sir hn reliance foundation hospital mumbai physiotherapy employs holistic approach treatment using combination manual therapy exercise education techniques help individuals recover injuries manage chronic conditions prevent physical impairments,0.6597,positive
condition gynaecomastia affects men awareness gynaecomastia essential alleviate distress might cause providing education counseling affected individuals help manage psychological impact,-0.3182,negative
amla ghee mishri potent ayurvedic mix tackle hair fall blend potent effective complemented balanced diet proper sleep lifestyle said dr dr kriti soni,0.4767,positive
anxiety brain heart pounding psychiatrist explains neuroscience physiology fear likely felt anxiety inside chest stomach brain usually hurt scared many cultures tie cowardice bravery heart guts brain,-0.8271,negative
beginner friendly workout start pilates journey pilates method widely used rehabilitation settings also beneficial fitness enthusiasts athletes alike,0.8625,positive
tailored shorts men moment fashion take cues celebs pull look tailored shorts necessarily new concept first time picking way beyond reach runway style perfect current season adding formal tone look,0.5859,positive
happens body give milk month according dr sandeep bhatnagar director internal medicine paras health udaipur give milk month body may experience changes key ensure still meeting nutritional needs especially calcium vitamin say experts,0.6222,positive
naomi campbell turns designer model new york fashion week prettylittlething x naomi campbell show campbell unveiled looks based attire,0.0,neutral
adrenal fatigue good bad foods adrenal health adrenal fatigue characterised sense fatigue exhaustion persists even adequate rest n lakshmi senior dietician kamineni hospitals hyderabad told,-0.7351,negative
priyanka chopra raises temperature victoria secret comeback show check best looks biggest names fashion entertainment industry including priyanka chopra gigi hadid emily ratajkowski doja cat naomi campbell among others graced event inimitable style,0.836,positive
celebrity nutritionist recommends sage vegetable janmashtami know benefits prepare dish various seasonal vegetables like tubers used bottle gourd colocasia arbi leaves corn amaranth leaves sweet potato elephant foot potato pumpkin colocasia roots name said registered dietitian garima goyal,0.8402,positive
ahead parineeti chopra raghav chadha wedding look impeccable couple style according reports couple tie knot rajasthan celebrations take place september,0.0,neutral
know sindhi tradition thadri thali literal meaning sheetla cold signified practice burning fire house eating food cooked day prior thadri,-0.34,negative
account restricted content creators fight shadowbans social media sites sex education content creators india say social media sites inhibit providing access information human body identity sexuality etc,-0.7783,negative
top health triggers impacting young people health following simple steps young adults take charge handle challenges modern life better way,0.6124,positive
excimer coronary laser angioplasty becomes ray hope patients heart diseases reportedly around lakh individuals undergo angioplasty annually india undergo bypass surgeries,0.4404,positive
avoid foods delay skin ageing dr somnath gupta consultant physician diabetologist yashoda hospitals hyderabad said ageing skin influenced two main factors genetic environmental factors,-0.5423,negative
priya bapat busy moving animal flow unversed animal flow targets balance stability reduces risk falls injuries,-0.2732,negative
celeb fashion pearl core trend dominating runways red carpets pearlcore trend taken centre stage biggest names film fashion industry globally making statement designs,-0.296,negative
sonnalli seygall gives healthy start morning celery juice glass full celery juice hands gorgeous backdrop london sonnalli wrote healthy start morning celery juice,0.8555,positive
consume kombucha effectively let taste buds gut guide delightful journey kombucha discovery bhakti kapoor nutritionist said,0.7717,positive
myth fact technique provide relief anxiety acupressure may provide relief experts urge important remember severe anxiety addressed professional help therapy medical advice,0.6908,positive
knew ivanka trump surfer barbie ivanka participates number outdoor sports addition surfing always passion adventure,0.6808,positive
messy house anxiety trigger order helps reduce competition attention reduces mental load people might better others ignoring distractions distractable environments overload cognitive capabilities memory,-0.7351,negative
knitting way glory two young girls win ib global youth action fund students dhirubhai ambani international school oberoi international jvlr mumbai duo recently grant approximately ngo,0.8689,positive
yoga trainer says frog pose variation help sexual reproductive health expert weighs mandukasana frog pose yoga potentially positive effects sexual reproductive health men women effects fully understood may vary among individuals said yoga instructor fenil purohit,0.743,positive
nutrition alert serving flaxseed contains dr ushakiran sisodia registered dietician clinical nutritionist nanavati max super speciality hospital mumbai said flaxseeds consumed monsoon recommended drink warm water lime added consuming flaxseeds season prevent digestive issues added,0.836,positive
kriti sanon reveals worst skincare habit see pimple white speaking basic skincare routine apprised us likes dip face ice water really wakes calms skin redness takes care like coffee skin,0.7165,positive
swara bhasker reveals favourite street food drawing parallels street food culture city life swara expressed interesting look city also influences kind street food culture,0.7269,positive
neeraj chopra enjoys mountain biking swimming zurich getaway schedule included visiting city mountain biking uetliberg dining zunfthaus zur zimmerleuten,0.5106,positive
susanna reid reveals reluctant attend mammogram appointment really resistant sharing stories women caught breast cancer early stages routine mammogram others inspired get screened urged dr aditi agarwal breast oncosurgeon general surgeon wockhardt hospitals mira road,-0.0314,neutral
visually impaired children indore restaurant order food braille menu card initiative launched gurkripa restaurant city saturday,0.128,positive
ranjana gauhar odissi dance form philosophy ideology makes one god interview ranjana gauhar talked struggles faced journey powerful lessons learnt career much,0.34,positive
visit places india offer dark tourism also known doom grief tourism comprises places reminders human suffering bloodshed,-0.8402,negative
check chicken soups world pay tribute iconic dish taste atlas experiential travel online guide released list best chicken soups world guesses ranks first list,0.5859,positive
masaba gupta aces crow pose know kakasana crow position looks like crow striking food said yoga instructor fenil purohit,0.3612,positive
kangana ranaut channels inner chandramukhi movie promotions gearing release film chandramukhi kangana ranaut presenting us best indian fashion,0.6369,positive
krishna janmashtami try decadent panjiri recipes celebrate auspicious occasion three panjiri recipes try comfort home courtesy top chefs,0.8591,positive
scrub typhus infectious disease claiming lives india per reports least people succumbed scrub typhus people tested positive,0.5574,positive
happy krishna janmashtami wishes images quotes whatsapp messages status photos happy janmashtami wishes hindu festival celebrated every year commemorate birth lord krishna eighth incarnation lord vishnu,0.9477,positive
venice film festival jacqueline fernandez elevates fashion game two stunning ensembles actor kept one two looks,0.7003,positive
happy krishna janmashtami wishes images status quotes photos messages greetings happy janmashtami wishes krishna janmashtami simply janmashtami celebration birth lord krishna believed eighth avatar lord vishnu,0.9081,positive
anoushka shankar reflects moments vulnerability music performances simply go playing edinburgh difficult suffer debilitating migraines last sunday one times peak bad migraine coincided showtime shared,-0.802,negative
seen global search launched paul mccartney missing guitar project launched hunt mccartney original höfner said website need help tracing bass getting back belonged,0.5859,positive
world samosa day try healthy recipes satiate cravings world samosa day celebrated every year september honour delicious dish,0.93,positive
sixth edition delhi contemporary art week features several young artists event dedicated contemporary art six galleries coming together,0.4588,positive
chhavi mittal opens becoming officially mature birthday pledged continue immature person near offensive sense humour,0.4404,positive
krishna janmashtami highlights india celebrated lord krishna birthday fervour happy krishna janmashtami highlights eighth day krishna paksha falls month shraavana bhadrapad coincides august september gregorian calendar festival observed,0.891,positive
anshula kapoor savours kala chana chaat hitting spot kala chana packed essential nutrients protein dietary fibre vitamins including vitamin c e minerals iron calcium potassium antioxidants said ankita kapoor health wellness coach delhi,0.6249,positive
merkel cell carcinoma rare skin cancer caused jimmy buffett death continued perform treatment playing last show surprise appearance rhode island early july official statement read,-0.7506,negative
meet gujarat ganesh vandana parivar crafts ganesh murtis natural clay colours sell peculiar reason idea ashutosh jani tells move people away materialistic traditional way life push closer nature,0.4767,positive
gurus shape musician better human says classical singer marathi actor jashan bhumkar occasion teachers day jashan bhumkar opens relationship gurus moulded,0.4404,positive
kitchen hacks must know kiran kukreja nutritionist took instagram share hacks kitchen,0.296,positive
steve harwell dies singer hospice care mean prior death reported singer receiving hospice care treatment home cared fiance,0.6486,positive
myth fact venus holes back indicative good health dr santosh pandey naturopath acupuncturist rejua energy centre mumbai said dimples result way fat distributed body,0.6124,positive
cardio weight training exercises like lifting weights body uses glycogen fuel subsequently creates certain eventually used fuel activities mentioned fitness expert garima goyal,0.7783,positive
janmashtami know history significance auspicious day krishna janmashtami year krishna janmashtami observed wednesday september dahi handi thursday september according drik panchang,0.2732,positive
national nutrition week understanding sustainable eating myriad benefits according vilasini bhaskaran registered specialist dietitian nhs uk dietetic lead practo sustainable eating means choosing foods based impact production soil water consumption pesticides land clearing greenhouse gases fossil fuel usage,0.3818,positive
happy teachers day best wishes quotes greetings whatsapp messages status cards photos happy teachers day day celebrated festivities many programs schools colleges important students instructors,0.9738,positive
book flight popular travel influencer criticised advice still america could thursday night book freakin flight kat crittenden said video,0.0,neutral
happy teachers day wishes images quotes whatsapp messages status cards photos happy teachers day teacher day celebrated different dates across world india celebrated september,0.9468,positive
study says stable weight increases longevity older women experts elucidate regular physical activity diet rich fruits vegetables proper hydration essential components healthy weight maintenance plan said dr rakesh kumar prasad consultant endocrinology fortis hospital noida,0.8176,positive
sonam kapoor proves sartorial prowess printed denim set whoever said printed denim take cues sonam recently wore printed denim ensemble looked beyond stunning,0.3818,positive
nutrition alert serving capsicum contains n lakshmi senior dietician kamineni hospitals hyderabad says capsicum rich nutrients healthy choice monsoon provides essential vitamins antioxidants help boost immunity crucial periods increased susceptibility infection,0.9325,positive
jasmin goni sport chill laidback ensembles thailand vacation see pics jasmin chose casual outfits chic sunglasses aly spotted wearing pastel tank tops shirts,0.7717,positive
amid joe jonas sophie turner divorce rumours look relationship timeline may couple impromptu surprise wedding las vegas,0.2732,positive
watch kriti sanon shares travel bucket list asked would ever date fan kriti said sure want partner fan mine weird said,0.7717,positive
festive season take cues katrina kaif flaunt ethnic style katrina fans colleagues including vicky kaushal flooded comment section love appreciation,0.8885,positive
sameera reddy shares five street foods must try goa cutlet bread bhaji pao ca miss delectable goan treats,0.6705,positive
amazed warmth welcomed private space photographer bindi sheth documenting parsi community curious minority communities adapt surroundings time continue retain culture said,0.872,positive
florence pugh feeling comfortable body trying hide cellulite think scariest thing instances people upset shown much said,0.128,positive
chhavi mittal opens mental struggles breast cancer want count blessings bad days tell blessed many things normally said,-0.4019,negative
mini mathur aspired inversions pull rings like husband kabir khan unversed ring pull ups alternative form typical pull exercise using gymnastic rings instead traditional bar,0.3612,positive
janmashtami date india krishna janmashtami janmashtami date said krishna born eighth day krishna paksha month shraavana bhadrapad,0.0,neutral
expert women navigate life difficult menopause menopause women experience range physical emotional psychological challenges dr ameya kulkarni kanakiya head health outcomes programs elda health said,-0.1531,negative
use curry leaves effectively bhakti kapoor nutritionist wellness consultant founder healthy high mumbai said curry leaves used effectively various ways get great flavours,0.9382,positive
porosity hair determine type shampoo one use hair porosity largely determined genetics also altered external factors heat chemical processing said dr vinay chowksey wow cosmetology center mumbai,0.7351,positive
andaman beaches get lively plans shacks havelock beach shacks set kalapathar elephanta five sitapur neil shacks come laxmanpur bharatpur beaches,0.4404,positive
sarah ferguson says breast cancer diagnosis mastectomy freed princess diana comparisons like think always compared diana think end sort believed press good said,0.4019,positive
shilpa shetty mira kapoor fashion hits misses aug celebs impressed us sartorial picks others disappointed check looks,-0.2263,negative
national nutrition week understanding importance micronutrients diet micronutrient content food different best eat variety foods ensure consuming adequate amounts said vedika premnani clinical dietician sir reliance foundation hospital mumbai,0.8807,positive
fashion alert kriti sanon redefines elegance stunning lehenga sari year turning super special kriti captioned photos,0.926,positive
women less happy men psychologist four things many women still main caregivers children elderly relatives also double burden managing home family arrangements top paid work responsibilities within workplace three five women experienced bullying sexual harassment verbal abuse,-0.8832,negative
anup soni marriage juhi babbar little coordination secret recipe try know work talk also provide opinions advice like oblivious work said,0.3612,positive
behind art elizabeth thompson captured essence courage patriotism masterpiece scotland forever behind art artist elizabeth thompson masterpiece scotland forever immortalises royal scots greys cavalry charge waterloo inspired husband regiment training painting fame spread globally historical accuracy remains question,0.9552,positive
roshni chopra shares kansa wand face glow massage swears repeat movement times takes five minutes said,0.34,positive
sunday long reads photographer bindi sheth new exhibition singer kavita krishnamurti subramaniam career much week interesting reads,0.4019,positive
sea moss good skin natural wonder thought keep skin moisturised making feel nourished strong like moisturisers said dr alekya singapore dermatologist cosmetologist founder skin sensé skin hair clinics,0.8807,positive
sunny leone stunned plunging neckline gown sleeveless black gown featured deep plunging neckline embellished belt cinched waist,0.34,positive
say goodbye neck pain simple exercises neck pain improved pain medication stress management adopting healthy lifestyle also wonders incorporating regular workout regimen daily routine,-0.7845,negative
kareena kapoor khan suhana khan kiara advani monochrome looks steal spotlight stunning ensembles trio kareena kiara suhana really stole spotlight,-0.1531,negative
sadhguru recommends content foods diet experts elucidate experts suggest content foods generally low calories fat high fibre,-0.0516,negative
cinema accept music hence songs became unconventional unique piyush mishra renowned poet theatre artist playwright piyush mishra interaction indian express says listening songs people ponder whether morally right wrong things,-0.128,negative
airport fashion aditya roy kapoor ananya panday others step style best airport fashion moments week,0.6369,positive
national nutrition week ensure women midlife wellness women exercise ample protein diet help ensure burn excess calories working muscle growth,0.9081,positive
take inspiration disha patani gen z fashion gen z redefining fashion rules aesthetics since last couple years better learn comes mastering gen z fashion patani,0.743,positive
masaba gupta impressed fitness outing hold watch masaba gupta busy working core,0.6369,positive
pelvic inflammatory disease understanding risk factors symptoms precautions according dr garima sawhney senior gynaecologist pristyn care pelvic inflammatory disease pid commonly caused sexually transmitted infections stis gonorrhea chlamydia,0.2732,positive
advertisements art opulent metallic inks shimmer poster surfaces amid logos brief texts newly invented faceted squiggly lettering styles,0.0,neutral
bella hadid shared struggle depression fatigue battle lyme disease also said health problems taken toll appearance wonder face changes hate looking mirror taking pictures truly want throw sign constantly,-0.886,negative
start sustainable travel journey simple tips travelling rewarding experience often comes cost environment local resources scenario choice move towards sustainability,0.5267,positive
celeb fashion revival bandeau trend curated list favourite celebs given bandeau top twist scroll inspiration,0.6369,positive
fitness influencer larissa borges dies double cardiac arrest risk factors cardiac arrest know sudden cessation heartbeat treated immediately fatal,-0.8074,negative
nita ambani dons lavender handwoven banarasi sari promote indian crafstmanship banarasi weave one many regional art forms supported ril foundation swadesh humble initiative preserve promote india traditional arts crafts post read,0.7579,positive
find samantha ruth prabhu secret glowing skin recently samantha ruth prabhu took instagram share secret behind glowing skin revealed consumes glass collagen every morning maintain skin health actor also discussed skin transformed time due collagen consumption,0.296,positive
flashback friday janhvi kapoor mrunal thakur celebs flaunt sartorial prowess week comes close let take closer look outfits caught attention,0.0,neutral
bipolar disorder everyone people say treated certain medications may beneficial certain types bipolar disorder know type loved one,0.6808,positive
